Id,Action
1072,0.929406
1073,0.504221
1074,0.841092
1075,0.965669
1076,0.943272
1077,0.802697
1078,0.902141
1079,0.950328
1080,0.294264
1081,0.994790
1082,0.936668
1083,0.942625
1084,0.898488
1085,0.700445
1086,0.979790
1087,0.922449
1088,0.914793
1089,0.890727
1090,0.971999
1091,0.814274
1092,0.977839
1093,0.831470
1094,0.898109
1095,0.989942
1096,0.963012
1097,0.961758
1098,0.944302
1099,0.896642
1100,0.811977
1101,0.435187
1102,0.886825
1103,0.973598
1104,0.361267
1105,0.943080
1106,0.956978
1107,0.966498
1108,0.935581
1109,0.912987
1110,0.960185
1111,0.940865
1112,0.946831
1113,0.967065
1114,0.152882
1115,0.828969
1116,0.887207
1117,0.896032
1118,0.867931
1119,0.882772
1120,0.790864
1121,0.778300
1122,0.105381
1123,0.708867
1124,0.808484
1125,0.924241
1126,0.907877
1127,0.894419
1128,0.970293
1129,0.965741
1130,0.941239
1131,0.521189
1132,0.942784
1133,0.933895
1134,0.964003
1135,0.111713
1136,0.862386
1137,0.944601
1138,0.968774
1139,0.957008
1140,0.830453
1141,0.847065
1142,0.811549
1143,0.918313
1144,0.800563
1145,0.939486
1146,0.975232
1147,0.859269
1148,0.810409
1149,0.939950
1150,0.960727
1151,0.971951
1152,0.968881
1153,0.976366
1154,0.086486
1155,0.982237
1156,0.948442
1157,0.913797
1158,0.646396
1159,0.882403
1160,0.685799
1161,0.845197
1162,0.951928
1163,0.775011
1164,0.902342
1165,0.982615
1166,0.899344
1167,0.946559
1168,0.941185
1169,0.740534
1170,0.908408
1171,0.928255
1172,0.933879
1173,0.907292
1174,0.512963
1175,0.944733
1176,0.953921
1177,0.953385
1178,0.926295
1179,0.975194
1180,0.188190
1181,0.431823
1182,0.714405
1183,0.871934
1184,0.838030
1185,0.963357
1186,0.952688
1187,0.960168
1188,0.023430
1189,0.965550
1190,0.834975
1191,0.928360
1192,0.951680
1193,0.968720
1194,0.834659
1195,0.903360
1196,0.836819
1197,0.962125
1198,0.931107
1199,0.971238
1200,0.949515
1201,0.828553
1202,0.953534
1203,0.889849
1204,0.932990
1205,0.855226
1206,0.893811
1207,0.398107
1208,0.949438
1209,0.117195
1210,0.760508
1211,0.854847
1212,0.846854
1213,0.721860
1214,0.916972
1215,0.964199
1216,0.472871
1217,0.816807
1218,0.944925
1219,0.914704
1220,0.727194
1221,0.976780
1222,0.740032
1223,0.920177
1224,0.333837
1225,0.942116
1226,0.894808
1227,0.951769
1228,0.908493
1229,0.888960
1230,0.951364
1231,0.958737
1232,0.884625
1233,0.991593
1234,0.908366
1235,0.907114
1236,0.923201
1237,0.764773
1238,0.773065
1239,0.930419
1240,0.512509
1241,0.789361
1242,0.787794
1243,0.922443
1244,0.983916
1245,0.946211
1246,0.671830
1247,0.801156
1248,0.972176
1249,0.825916
1250,0.963691
1251,0.640964
1252,0.172172
1253,0.945741
1254,0.938399
1255,0.967994
1256,0.971314
1257,0.808677
1258,0.757144
1259,0.905552
1260,0.908806
1261,0.945940
1262,0.927819
1263,0.946013
1264,0.904415
1265,0.851263
1266,0.837330
1267,0.979731
1268,0.935930
1269,0.946892
1270,0.956952
1271,0.732384
1272,0.961283
1273,0.845971
1274,0.688964
1275,0.924707
1276,0.938683
1277,0.821736
1278,0.950191
1279,0.937379
1280,0.636103
1281,0.978450
1282,0.938476
1283,0.935425
1284,0.900516
1285,0.968556
1286,0.960845
1287,0.096412
1288,0.714719
1289,0.774454
1290,0.885931
1291,0.899886
1292,0.653071
1293,0.954189
1294,0.753491
1295,0.924337
1296,0.738507
1297,0.930193
1298,0.837132
1299,0.639016
1300,0.589651
1301,0.740238
1302,0.595541
1303,0.904105
1304,0.949534
1305,0.474757
1306,0.967825
1307,0.979815
1308,0.943031
1309,0.958936
1310,0.888084
1311,0.915456
1312,0.950258
1313,0.122886
1314,0.935448
1315,0.856576
1316,0.970455
1317,0.962929
1318,0.953758
1319,0.971418
1320,0.118118
1321,0.611135
1322,0.995500
1323,0.982789
1324,0.968079
1325,0.940369
1326,0.679546
1327,0.083885
1328,0.819585
1329,0.928175
1330,0.943766
1331,0.947420
1332,0.899032
1333,0.220987
1334,0.806141
1335,0.611131
1336,0.891707
1337,0.914625
1338,0.942469
1339,0.514149
1340,0.929516
1341,0.745817
1342,0.953716
1343,0.964575
1344,0.866437
1345,0.968770
1346,0.851441
1347,0.962857
1348,0.893977
1349,0.868832
1350,0.953106
1351,0.452324
1352,0.873671
1353,0.548601
1354,0.947010
1355,0.903271
1356,0.820605
1357,0.589380
1358,0.468789
1359,0.037817
1360,0.110949
1361,0.834418
1362,0.834621
1363,0.960596
1364,0.624824
1365,0.923817
1366,0.794153
1367,0.958072
1368,0.917199
1369,0.964837
1370,0.705368
1371,0.940748
1372,0.492215
1373,0.548159
1374,0.891868
1375,0.996002
1376,0.878009
1377,0.598705
1378,0.867350
1379,0.837189
1380,0.947390
1381,0.916357
1382,0.755761
1383,0.977566
1384,0.945054
1385,0.804536
1386,0.907419
1387,0.935444
1388,0.498319
1389,0.970094
1390,0.964404
1391,0.029099
1392,0.855239
1393,0.727559
1394,0.935187
1395,0.794945
1396,0.865374
1397,0.890050
1398,0.936740
1399,0.756941
1400,0.923251
1401,0.948203
1402,0.917047
1403,0.913561
1404,0.907209
1405,0.465287
1406,0.943177
1407,0.943654
1408,0.965689
1409,0.607305
1410,0.952637
1411,0.790885
1412,0.934495
1413,0.055768
1414,0.192969
1415,0.881946
1416,0.933586
1417,0.524891
1418,0.967128
1419,0.956839
1420,0.879514
1421,0.986306
1422,0.922880
1423,0.939258
1424,0.933331
1425,0.911108
1426,0.923126
1427,0.978358
1428,0.902007
1429,0.020644
1430,0.889826
1431,0.930591
1432,0.907108
1433,0.003842
1434,0.126639
1435,0.862369
1436,0.896274
1437,0.881601
1438,0.891646
1439,0.747622
1440,0.847177
1441,0.413028
1442,0.913784
1443,0.875178
1444,0.907621
1445,0.926453
1446,0.975053
1447,0.949239
1448,0.914596
1449,0.954953
1450,0.725890
1451,0.853948
1452,0.953255
1453,0.990017
1454,0.901493
1455,0.686577
1456,0.325173
1457,0.847951
1458,0.960176
1459,0.879028
1460,0.913968
1461,0.943457
1462,0.012953
1463,0.965799
1464,0.053418
1465,0.928548
1466,0.949577
1467,0.766481
1468,0.973359
1469,0.902739
1470,0.799696
1471,0.882232
1472,0.260211
1473,0.743100
1474,0.992060
1475,0.989657
1476,0.970889
1477,0.529222
1478,0.903789
1479,0.896416
1480,0.765980
1481,0.953818
1482,0.482783
1483,0.904700
1484,0.796717
1485,0.911641
1486,0.913464
1487,0.814682
1488,0.577612
1489,0.897476
1490,0.687229
1491,0.990453
1492,0.896558
1493,0.600407
1494,0.578735
1495,0.928356
1496,0.944960
1497,0.919675
1498,0.859045
1499,0.895158
1500,0.974115
1501,0.925131
1502,0.238133
1503,0.930170
1504,0.838876
1505,0.859420
1506,0.647432
1507,0.918376
1508,0.606013
1509,0.958816
1510,0.948371
1511,0.903357
1512,0.952598
1513,0.923387
1514,0.890850
1515,0.325937
1516,0.690938
1517,0.149221
1518,0.585987
1519,0.947599
1520,0.920322
1521,0.873083
1522,0.897810
1523,0.898647
1524,0.519599
1525,0.983321
1526,0.881496
1527,0.961179
1528,0.891667
1529,0.949689
1530,0.938182
1531,0.724443
1532,0.898835
1533,0.935353
1534,0.946019
1535,0.994553
1536,0.834792
1537,0.974249
1538,0.981961
1539,0.862659
1540,0.952097
1541,0.967360
1542,0.870060
1543,0.450550
1544,0.917702
1545,0.988918
1546,0.865620
1547,0.933351
1548,0.933505
1549,0.953026
1550,0.927476
1551,0.947626
1552,0.883294
1553,0.943333
1554,0.948532
1555,0.871241
1556,0.912295
1557,0.649439
1558,0.955615
1559,0.906821
1560,0.624485
1561,0.794979
1562,0.882489
1563,0.104591
1564,0.842710
1565,0.899747
1566,0.864265
1567,0.985427
1568,0.687301
1569,0.749733
1570,0.770630
1571,0.460349
1572,0.968833
1573,0.007691
1574,0.954915
1575,0.812886
1576,0.799363
1577,0.888866
1578,0.687210
1579,0.955727
1580,0.069863
1581,0.980007
1582,0.919596
1583,0.748889
1584,0.956757
1585,0.879933
1586,0.877423
1587,0.880470
1588,0.904367
1589,0.902466
1590,0.956419
1591,0.960549
1592,0.972096
1593,0.786557
1594,0.908683
1595,0.012588
1596,0.844600
1597,0.945116
1598,0.866210
1599,0.013168
1600,0.898652
1601,0.845014
1602,0.891831
1603,0.745915
1604,0.880272
1605,0.924204
1606,0.955639
1607,0.570784
1608,0.078679
1609,0.537580
1610,0.231962
1611,0.966838
1612,0.925615
1613,0.918127
1614,0.465552
1615,0.967536
1616,0.963394
1617,0.017746
1618,0.797199
1619,0.947110
1620,0.820891
1621,0.552543
1622,0.473889
1623,0.864939
1624,0.918689
1625,0.958632
1626,0.906286
1627,0.027615
1628,0.624310
1629,0.945043
1630,0.922684
1631,0.969677
1632,0.862202
1633,0.327791
1634,0.740557
1635,0.820412
1636,0.792736
1637,0.924529
1638,0.905146
1639,0.911291
1640,0.909537
1641,0.975625
1642,0.674698
1643,0.964620
1644,0.913095
1645,0.640284
1646,0.904238
1647,0.905619
1648,0.943583
1649,0.864458
1650,0.950936
1651,0.877530
1652,0.974003
1653,0.956999
1654,0.980629
1655,0.906920
1656,0.964475
1657,0.827571
1658,0.873087
1659,0.279895
1660,0.974979
1661,0.969769
1662,0.936637
1663,0.821647
1664,0.971501
1665,0.902478
1666,0.839001
1667,0.648984
1668,0.966725
1669,0.951294
1670,0.933070
1671,0.239470
1672,0.918259
1673,0.676251
1674,0.858765
1675,0.032934
1676,0.051696
1677,0.879877
1678,0.979336
1679,0.882878
1680,0.955659
1681,0.920681
1682,0.934377
1683,0.964916
1684,0.607814
1685,0.963941
1686,0.980579
1687,0.792930
1688,0.969620
1689,0.960212
1690,0.841700
1691,0.937577
1692,0.975444
1693,0.953241
1694,0.462941
1695,0.978740
1696,0.940718
1697,0.871338
1698,0.770319
1699,0.933389
1700,0.962186
1701,0.676792
1702,0.933658
1703,0.439915
1704,0.818278
1705,0.882218
1706,0.307021
1707,0.963110
1708,0.866982
1709,0.961085
1710,0.986471
1711,0.937189
1712,0.848938
1713,0.029869
1714,0.913042
1715,0.869626
1716,0.983743
1717,0.258235
1718,0.018051
1719,0.899994
1720,0.937792
1721,0.932678
1722,0.903866
1723,0.941031
1724,0.953463
1725,0.936238
1726,0.901979
1727,0.927326
1728,0.958769
1729,0.908495
1730,0.956678
1731,0.756214
1732,0.705836
1733,0.947473
1734,0.867301
1735,0.960332
1736,0.811040
1737,0.935691
1738,0.948268
1739,0.891174
1740,0.955005
1741,0.753735
1742,0.924859
1743,0.963071
1744,0.674656
1745,0.918372
1746,0.917074
1747,0.943221
1748,0.707906
1749,0.966125
1750,0.825736
1751,0.954011
1752,0.866874
1753,0.980790
1754,0.954068
1755,0.878248
1756,0.918853
1757,0.916653
1758,0.886059
1759,0.975442
1760,0.804760
1761,0.083627
1762,0.629097
1763,0.962255
1764,0.903018
1765,0.928500
1766,0.961602
1767,0.984879
1768,0.018234
1769,0.663016
1770,0.890345
1771,0.915922
1772,0.977957
1773,0.810032
1774,0.648342
1775,0.948884
1776,0.646889
1777,0.840600
1778,0.794976
1779,0.968385
1780,0.744043
1781,0.790894
1782,0.155885
1783,0.837479
1784,0.848818
1785,0.956666
1786,0.941710
1787,0.579684
1788,0.564878
1789,0.816929
1790,0.963354
1791,0.056095
1792,0.911576
1793,0.919092
1794,0.200819
1795,0.921191
1796,0.340528
1797,0.666964
1798,0.940356
1799,0.918156
1800,0.918398
1801,0.911213
1802,0.946426
1803,0.654735
1804,0.964931
1805,0.810574
1806,0.501122
1807,0.980055
1808,0.951152
1809,0.971347
1810,0.825514
1811,0.959326
1812,0.974412
1813,0.086535
1814,0.745480
1815,0.614747
1816,0.967069
1817,0.678579
1818,0.958529
1819,0.636891
1820,0.961718
1821,0.933509
1822,0.899565
1823,0.944105
1824,0.115481
1825,0.993467
1826,0.842019
1827,0.938235
1828,0.875430
1829,0.942705
1830,0.656961
1831,0.932366
1832,0.962529
1833,0.952077
1834,0.825502
1835,0.874251
1836,0.957777
1837,0.769296
1838,0.865979
1839,0.831759
1840,0.899468
1841,0.330801
1842,0.964587
1843,0.951088
1844,0.567147
1845,0.952084
1846,0.873149
1847,0.934412
1848,0.878100
1849,0.884915
1850,0.945057
1851,0.821945
1852,0.929049
1853,0.066574
1854,0.933814
1855,0.883971
1856,0.899705
1857,0.944048
1858,0.027089
1859,0.946850
1860,0.156221
1861,0.862487
1862,0.983918
1863,0.624067
1864,0.703719
1865,0.848937
1866,0.873214
1867,0.850967
1868,0.938705
1869,0.584913
1870,0.849014
1871,0.942005
1872,0.899445
1873,0.066071
